maxTimeIn,maxTimeOut,maxTimeTotal,avgTimeIn,avgTimeOut,avgTimeTotal,stdTimeIn,stdTimeOut,stdTimeTotal,per75TimeIn,per75TimeOut,per75TimeTotal,per25In,per50In,per75In,per100In,per25Out,per50Out,per75Out,per100Out,per25Total,per50Total,per75Total,per100Total,packCountIn,packCountOut,packCountTotal,first30In,first30Out,last30In,last30Out,stdConc,avgConc,avgPerSec,stdPerSec,avgOrderIn,avgOrderOut,stdOrderIn,stdOrderOut,medConc,medPerSec,minPerSec,maxPerSec,maxConc,perIn,perOut,avgAltConc,avgAltPerSec,sumAltConc,sumAltPerSec,sumInterTimeStats,sumTimeStats,sumNumPack
0.8866348448687351,0.8890214797136038,0.889618138424821,0.8902147971360382,0.8866348448687351,0.8890214797136038,0.8842482100238663,0.8890214797136038,0.8872315035799523,0.8884248210023866,0.8872315035799523,0.8884248210023866,0.8884248210023866,0.8884248210023866,0.8884248210023866,0.8866348448687351,0.8890214797136038,0.8884248210023866,0.8890214797136038,0.8854415274463007,0.8878281622911695,0.8884248210023866,0.8872315035799523,0.8884248210023866,0.8890214797136038,0.8914081145584726,0.889618138424821,0.8848448687350835,0.8818615751789977,0.8902147971360382,0.8854415274463007,0.8854415274463007,0.8872315035799523,0.8878281622911695,0.8866348448687351,0.8812649164677804,0.886038186157518,0.8812649164677804,0.8914081145584726,0.8854415274463007,0.8836515513126492,0.886038186157518,0.8848448687350835,0.886038186157518,0.8872315035799523,0.8890214797136038,0.8884248210023866,0.8878281622911695,0.8878281622911695,0.889618138424821,0.8884248210023866,0.8872315035799523,0.8872315035799523
