avgOrderIn,stdOrderIn,first30Out,medPerSec,stdTimeIn,first30In,maxPerSec,last30Out,medConc,per100Out,stdConc,avgOrderOut,maxConc,minPerSec,avgTimeOut,maxTimeIn,per100In,stdPerSec,avgConc,per75TimeOut,per75Total,perIn,stdTimeTotal,sumNumPack,sumTimeStats,avgAltPerSec,avgPerSec,per25Total,sumAltConc,avgAltConc,per100Total,per25In,per50In,per50Out,per50Total,per75In,per75TimeIn,per75TimeTotal,sumInterTimeStats,avgTimeTotal,maxTimeOut,packCountIn,per25Out,per75Out,perOut,stdTimeOut,maxTimeTotal,packCountTotal,sumAltPerSec,avgTimeIn,last30In,packCountOut,stdOrderOut
0.881264916,0.881264916,0.881861575,0.883651551,0.88424821,0.884844869,0.884844869,0.885441527,0.885441527,0.885441527,0.885441527,0.886038186,0.886038186,0.886038186,0.886634845,0.886634845,0.886634845,0.886634845,0.887231504,0.887231504,0.887231504,0.887231504,0.887231504,0.887231504,0.887231504,0.887828162,0.887828162,0.887828162,0.887828162,0.888424821,0.888424821,0.888424821,0.888424821,0.888424821,0.888424821,0.888424821,0.888424821,0.888424821,0.888424821,0.88902148,0.88902148,0.88902148,0.88902148,0.88902148,0.88902148,0.88902148,0.889618138,0.889618138,0.889618138,0.890214797,0.890214797,0.891408115,0.891408115
